metabolite,HMDB,KEGG,II_SC_1_Tcells,II_SC_2_Tcells,II_SC_3_Tcells,II_SC_4_Tcells,II_SC_6_Tfhcells,II_SC_7_Tfhcells,II_SC_8_Tfhcells,II_SC_9_Th1cells,II_SC_10_Th1cells,II_SC_11_Th1cells,II_SC_12_Th1cells,II_SC_13_Th17cells,II_SC_14_Th17cells,II_SC_15_Th17cells,II_SC_16_Th17cells,ttest_pval_TactvsTfh,ttest_tscore__TactvsTfh,padj_lim_ttest_tscore__TactvsTfh,ttest_pval_Th17vsTfh,ttest_tscore__Th17vsTfh,padj_lim_ttest_tscore__Th17vsTfh,ttest_pval_Th1vsTfh,ttest_tscore__Th1vsTfh,padj_lim_ttest_tscore__Th1vsTfh,ftest_pval,ftest_fscore,padj_lim_ftest_fscore
N-Methylethanolamine_phosphate,,C01210,19.74624455,19.58205482,19.53969916,19.54585266,19.004001199999998,18.95494687,19.06699013,21.3699317,21.26592246,21.36089297,21.41058629,22.42982533,22.44911809,22.48662081,22.54979961,0.00023331279828471405,9.370348236389493,0.00319492702766903,4.57990456271655e-09,83.8218185590506,1.06026497824659e-06,5.07788571210702e-08,51.7818337948855,7.89611228232641e-06,3.5e-15,1878.169402,3.63e-13
creatinine,HMDB00562,C00791,29.46887171,29.5532086,29.42509029,29.51891525,29.19126567,29.66923815,29.02656166,28.93852745,28.29901818,28.24820855,28.56534208,26.46980876,26.43393106,26.63342341,26.58165084,0.287671043874522,1.18942432157351,0.4888835772949521,1.62103814319465e-05,-16.2255457256453,0.00011724252617059,0.024794266155126,-3.1707423594094104,0.0647984602877662,4.95e-09,139.33619840000003,3.5e-08
creatine,HMDB00064,C00300,31.11816708,31.19641272,31.20815484,31.18212874,30.78639963,31.150881599999998,31.22594836,31.283839,31.30437551,31.36546727,31.38064683,31.15649413,31.27545293,31.13717087,31.20316471,0.341882660678341,1.04979115228427,0.5316275373548189,0.29743540623166603,1.16266639238358,0.347753426082888,0.0625221467893243,2.38826068553036,0.117844773645332,0.04375125,3.7787116989999996,0.059417635999999996
Phosphodimethylethanolamine,HMDB60244,C13482,23.51930989,23.56000933,23.41355837,23.35244927,23.2502842,23.34886286,23.07625752,23.56923852,23.27786204,23.41972575,23.46754861,23.39511105,23.38952481,23.37417106,23.37501314,0.0425174993174998,2.7052321443561804,0.13173252746366598,0.0644096270913836,2.36425998391979,0.0940441034057291,0.0864102078314359,2.12994448433714,0.150131701874729,0.047570584000000006,3.6582900169999997,0.063964176
"5,6-dihydrothymine",HMDB00079,C00906,26.3855405,26.36302384,26.39868703,26.29211738,26.33724651,26.155965600000002,26.12414816,25.62400195,25.45705221,25.5728562,25.57153473,24.96981091,25.04987799,25.03902578,24.96966616,0.056147767313452,2.4755332878555,0.157319786581244,6.3874670109405e-06,-19.596878600977398,7.540439625892969e-05,0.00023597890420291601,-9.348045599341381,0.00305789330029612,7.28e-11,304.663877,1.4199999999999999e-09
2-deoxy-D-ribose,HMDB03224,C01801,19.83503174,19.72821835,19.74413566,19.56317229,19.65859781,20.03110946,19.5443174,19.872143700000002,19.71138198,20.02910587,19.79945944,20.57898634,20.48460134,20.59352645,20.60722025,0.8544944385134959,-0.193079882708121,0.9324483171147272,0.0013290194559685696,6.45380123243751,0.0033603662667172803,0.4927259071938821,0.7397024510196378,0.610508992578874,1.4099999999999999e-05,29.75531215,3.5100000000000006e-05
2-keto-4-methylthiobutyrate,HMDB01553,C01180,20.90663449,20.921186499999997,20.72753121,20.64996777,20.19876085,20.34685134,20.18354233,20.33276341,19.92756057,19.66840647,19.75082567,21.11150651,20.9805853,21.03545125,21.13990374,0.0016240600802072,6.17380840319293,0.0117461089521963,4.030310656257461e-05,13.475193713106899,0.000212445188829842,0.133052702516967,-1.79240278981952,0.21111933919784096,7.91e-06,33.51843956,2.08e-05
L-cysteinylglycine,HMDB00078,C01419,23.03468761,21.5506125,22.28313145,20.19862593,23.25971007,23.19575911,21.80330946,19.93486151,22.58125273,21.8083573,21.01773666,9.965784285,15.97814411,20.76038547,9.965784285,0.281893356638103,-1.2056400601881,0.481696889639836,0.0402041241979219,-2.752219707996,0.0621627624726258,0.128248379770964,-1.8209737868762,0.205594052107061,0.006295675,7.121333754,0.009504636
choline_phosphate,HMDB01565,C00588,32.04483171,32.06186067,31.89092157,31.91106681,31.58523894,31.66679627,31.47881854,31.14930192,31.15927662,31.19449155,31.24545822,31.15893598,31.17637334,31.20857717,31.19313269,0.0022083350803138893,5.7635777871014415,0.0146126002122898,0.00041243165931195,-8.30926752242584,0.00127571951505764,0.0006850102055824768,-7.45532667348151,0.00546251728041411,7.3e-09,129.5958807,4.83e-08
Nicotinamide,HMDB01406,C00153,27.49709003,27.85156984,27.49478354,27.98346608,27.2726897,27.54783166,27.12339617,27.42673351,25.91600944,26.14088258,27.18716536,28.38503867,27.74393801,27.94035126,28.34427555,0.08186540728463,2.17268214651478,0.209712132033818,0.0137462721790252,3.71759678594218,0.0251475920451578,0.21507624221821806,-1.41914726426669,0.315512789291821,0.005897018,7.255346942999999,0.008946208
Urocanate,HMDB00301,C00785,23.03582599,23.01370488,23.37454137,22.7792207,23.5286711,22.87090112,24.11402788,22.75275553,23.68710549,23.50073034,23.97580212,23.60705036,23.54171328,23.60525468,23.79638697,0.23188653170862694,-1.36017447572705,0.4292661390558521,0.683134628011739,0.432885302426779,0.7226356099035741,0.955217791772864,-0.05902610524166299,0.97545759171305,0.254623387,1.559586708,0.284848465
Methylimidazoleacetic_acid,HMDB02820,C05828,21.95887732,21.98456442,21.83042728,22.0014784,22.13440332,22.03728319,21.98367961,21.80215873,21.76522359,21.63463628,21.63776933,20.84285163,20.53392102,20.55777603,20.49947758,0.126350024469935,-1.83256537110324,0.27636157269773604,2.95527064800574e-05,-14.357502436970801,0.000167107122096325,0.00289847141193127,-5.41855776049726,0.0152783832052648,4.020000000000001e-09,144.8968323,2.98e-08
citr_L[e],,,23.65643909,23.61878428,23.58678154,23.47796319,22.20020401,22.47845478,22.08397478,23.775650100000004,23.42960851,23.64671145,23.53125514,23.30864201,23.25978691,23.30291057,23.34371315,6.21975051634092e-05,12.3275805689446,0.00128956160705468,0.000135587307685982,10.494139063598801,0.00051423966695537,0.000157018062411899,10.178689169007699,0.0022196644277318396,7.110000000000001e-08,84.32443984,3.11e-07
D-Glucosamine,HMDB01514,C00329,21.42988477,21.29591136,21.03283539,20.52413469,20.77484886,21.06255418,20.21452324,21.13366515,19.73196688,19.3708603,19.86590224,13.22148426,11.74138187,12.81334832,9.965784285,0.274549941808246,1.22668522713778,0.476444101771238,0.00018069678823058504,-9.88495711188379,0.0006385988765876348,0.24478654251672896,-1.31757642741145,0.346039157830467,4.8399999999999997e-08,90.70124452,2.43e-07
benzoate,HMDB01870,C00180,23.07310783,23.06494894,23.00732518,22.97164358,22.85049086,23.05529126,22.58102169,22.54434161,22.38925191,22.2336741,22.26961048,22.37485051,22.355079999999997,22.35873032,22.37737835,0.15144988057609302,1.69190089313674,0.317077747273069,0.0101426878481563,-4.01781636542795,0.0194714563010901,0.0211321655612229,-3.31464774480378,0.0581602078720383,2.22e-05,27.10906681,5.44e-05
anthranilate,HMDB01123,C00108,23.77650997,23.87119703,23.85182478,23.77068503,23.87835232,23.99193768,23.91678124,23.05925353,23.8139371,23.51571376,23.6235508,23.5582363,23.56685005,23.78412825,23.68037762,0.0427813031312872,-2.7000539912692005,0.13173252746366598,0.009566519169102727,-4.07715500751742,0.0187034986321653,0.0769489756282922,-2.2218510766004305,0.13799342241777302,0.041052661000000004,3.871472373,0.05599727
N(2)-acetyl-L-ornithine,HMDB03357,C00437,21.03099262,21.02067195,21.16710476,21.13097626,20.96440514,20.99761003,20.68732046,20.68189736,20.08046261,19.96859658,20.07469793,19.257918399999998,19.51150106,19.75678586,19.57456281,0.0790999331892639,2.19993941129906,0.205000660182176,0.000251435266913565,-9.22439874012377,0.000840821161399126,0.0223381143148467,-3.26433715736323,0.0604804452894326,2.85e-06,41.16599258,7.99e-06
dopaminochrome,,,23.59345361,23.42458957,23.5153466,23.35459557,22.92322781,23.19211037,22.54223178,21.85350633,21.82919307,22.19156438,21.90797115,21.04873589,21.13517184,21.24912333,21.10335309,0.018034869874897,3.4603834484806097,0.0667719587034876,0.000130036223906388,-10.585640544038698,0.000505515820436085,0.0039345527428222395,-5.04962067351077,0.017994792691437,7.18e-09,129.9840562,4.83e-08
Pyridoxal,HMDB01545,C00250,23.25167445,23.07911317,23.17671902,22.96875607,22.579635500000002,22.82668111,22.10887796,21.55002743,21.39622692,21.82145549,21.53117361,20.75685248,20.85240402,21.00683917,20.90413085,0.0233848153716816,3.22309757731269,0.0845660183789882,0.000330726980845576,-8.70696838204308,0.0010603720726079801,0.00621391631883377,-4.53202877440815,0.0254279996731224,3.56e-08,96.17888954,2.01e-07
sn-Glycero-3-phosphocholine,HMDB00086,C00670,32.30252236,32.31979573,32.11197596,32.13715564,32.77991479,32.87052848,32.61845992,31.9845979,31.71580698,31.93191718,31.97114631,32.07782231,32.03758781,32.11943699,32.05213672,0.0017786298233088802,-6.0501112900789495,0.0125716789783877,0.000135542004914912,-10.4948676288825,0.00051423966695537,0.000303298563994648,-8.86750213677101,0.0033687804786548398,2.66e-06,41.73020244,7.59e-06
5-amino-1-(5-phospho-D-ribosyl)imidazole,HMDB01235,C03373,17.84797264,21.28955763,21.755983899999997,21.31933394,21.32225442,22.45467252,22.77026685,21.95252193,22.22020371,22.47072462,22.373562200000002,22.13744674,22.56921586,21.16706235,22.40763347,0.21085469440199,-1.4346416950335903,0.399852499750115,0.838743336606915,-0.21434781734926506,0.8608883751971971,0.8615400422121049,0.183600790433673,0.914467416818992,0.13576280400000001,2.28321327,0.163652062
coumarin,HMDB01218,C05851,22.06481515,22.12068035,21.96919033,21.7816635,21.8136342,21.94904757,21.62198521,21.59237949,21.30541882,21.20811898,21.20339267,21.3692043,21.20587119,21.29797912,21.45154455,0.171273183276907,1.5964659767422,0.34147500902787203,0.005789558561934779,-4.60962496547279,0.0122620770890858,0.0175705896874585,-3.484666653371129,0.0501325999339413,0.000126446,18.67044356,0.000260429
N6N6N6-Trimethyl-L-lysine,HMDB01325,C03793,26.256766600000002,22.17849422,26.24716036,25.93150592,25.65160875,25.88405695,25.65919338,25.11684802,24.99601789,24.71629427,24.86783551,24.63484386,24.75263051,24.55230033,24.81999033,0.644493835593847,-0.490579368569704,0.7977989995084609,0.000110931179671001,-10.940261882523401,0.000448046712697162,0.00110208206483196,-6.72458545038238,0.00746266671763675,0.622641837,0.609531853,0.667729694
L-Alanyl-L-leucine,HMDB28691,,20.21769423,20.36299867,20.21909997,20.41457256,20.27326498,20.583843100000003,20.04666779,20.43360743,20.93695612,20.08767382,20.38164881,19.79703081,19.89331887,19.7920343,19.81399252,0.9876347792032242,0.0162877488689267,0.990820697845815,0.0158423877774013,-3.58193753008367,0.0278413361130685,0.547133721727069,0.645364274208848,0.6620956710393721,0.011398843999999998,5.9739946370000006,0.016643383
3-Hydroxy-N6N6N6-trimethyl-L-lysine,HMDB01422,C01259,20.67213012,20.18183378,20.57073795,20.4013889,19.96692713,20.03887272,19.86835611,19.25056746,18.62654898,18.43075593,18.73497648,18.16524103,18.1526525,18.08687945,18.38701557,0.0135031741157103,3.7348484890000297,0.0575272212326836,5.663244345168071e-06,-20.079517425345603,7.2224848585681e-05,0.0023732747174380693,-5.67059317294702,0.013180150662915,8.61e-08,81.31035035,3.7200000000000005e-07
C9H13N5O3(4),,,29.37846995,29.33756022,29.24911222,29.24591224,29.16468951,29.37253267,28.87053988,29.07248734,28.40630683,28.13100689,28.47338953,28.59986195,28.40163457,28.44049287,28.56991539,0.24899839121892706,1.30411850251403,0.44250571239477904,0.005325032560678861,-4.7025334033336605,0.011500591155355,0.0674550042918946,-2.32709258557217,0.125619798411852,0.001079436,11.34591958,0.0018859810000000001
5-Hydroxyindoleacetate,HMDB00763,C05635,19.41505267,19.30788381,19.18697845,19.18155251,19.16664185,19.34208064,18.775382999999998,18.40866762,17.92189379,17.96513796,18.13587221,18.77756988,18.824650100000003,18.75470233,19.12928818,0.301908902664758,1.15066579577946,0.4967918980356599,0.255868407326155,-1.28261055120925,0.30886561235104104,0.0036112481067127,-5.15120187417435,0.0170166388058735,2.94e-05,25.55017353,6.929999999999999e-05
N-methyl-467-trihydroxy-1234-tetrahydroisoquinoline,HMDB60065,,17.45669632,16.99606095,17.69057965,16.97988065,16.32465911,16.31265465,17.41474449,16.69765913,17.21854592,17.09197337,16.69218509,16.07195787,16.85859647,16.26105682,15.91979331,0.167391281030522,1.61426055343246,0.338043431172028,0.346292308334874,-1.0392906752686502,0.393054408365495,0.516005617222272,0.69850717706036,0.633648942328744,0.035462525,4.08862853,0.049235916
xanthosine,HMDB00299,C01762,19.27870079,19.40678736,19.46853229,19.51076842,19.18224559,18.8924439,19.14825992,18.553375699999997,17.74776303,18.31919923,18.38099695,16.85470937,16.98971677,16.68414217,17.21121499,0.0169244341367371,3.51970551595564,0.0644879820843817,3.29079519002651e-05,-14.0455967984182,0.000180007025200901,0.0134546240840911,-3.73833648692029,0.0422665463651749,5.98e-08,87.15306592,2.73e-07
glutathione,HMDB00125,C00051,29.20350582,27.86425489,28.47140126,26.5497221,29.35222626,29.34542028,27.9429097,26.22566561,28.68869053,27.96544987,27.30154008,21.69469443,23.50210529,26.90845566,21.93087892,0.31696713550249106,-1.11138324273633,0.506522401287118,0.0148929823358978,-3.64067270461919,0.0269572759858787,0.12813813561631698,-1.82164214200433,0.205594052107061,0.002483548,9.182697072,0.003981358
beta-carboline,HMDB12897,C20157,19.183078899999998,19.29931987,19.57197084,19.22524403,19.12541426,19.25032947,18.96001783,19.00393064,18.85556218,18.79729572,18.74445484,21.76571056,21.775060699999997,21.76032027,21.767988,0.157185249609175,1.6630686442746898,0.323739156479825,2.47409930212089e-07,37.6984615419451,1.6301272336601094e-05,0.0424295830146828,-2.70696571591964,0.0909067413283224,7.98e-12,457.3448108,2.22e-10
5-methoxytryptophol,HMDB01896,,19.50397113,19.15913241,18.73013989,19.48135555,19.80125935,19.49444229,19.03714685,19.08766831,19.14380077,18.73193922,19.31757605,20.75254403,20.25004145,20.64866316,21.02514766,0.462014119635822,-0.796225078488545,0.649904556919771,0.0057959013893749715,4.60841700385773,0.0122620770890858,0.17371372894717,-1.58548092576986,0.26353643757351203,9.83e-05,19.73242352,0.00021083700000000001
"N1,N12-diacetylspermidine",HMDB41876,C03413,16.64591739,17.64505759,18.1063556,17.69521748,18.12496832,18.57427313,19.08025378,18.42149469,18.10539268,17.54359911,17.92759146,19.39524963,19.21462203,18.86077551,19.37730127,0.0566553572253998,-2.46819839684508,0.157319786581244,0.0731013582308445,2.26272900955288,0.105955165896784,0.119627170882906,-1.87510017074005,0.195810790234652,0.0014153979999999998,10.60649801,0.002405403
5-Methylthioadenosine,HMDB01173,C00170,25.170203,25.62140886,25.1482978,25.31535649,24.12096461,24.37520933,24.33566401,24.58150534,23.71425256,23.51237157,24.3605318,24.98053228,24.60379629,24.80499258,25.18425992,0.000830642225165066,7.15139483715722,0.0067981508427983,0.0121940320474698,3.8343124797379904,0.0227086465075635,0.48091509580712,-0.7611295728104479,0.6006610232771651,0.000730847,12.47565779,0.0013214729999999999
N-acetylneuraminic_acid,HMDB00230,C19910,25.458664399999996,25.44980294,25.29071643,25.14491275,25.01260742,25.18578701,24.67803289,25.22837213,23.78633248,23.52204444,24.29328209,20.22180539,20.30631465,20.28662893,20.18261659,0.0564873000717994,2.47061895021142,0.157319786581244,2.92670315068284e-07,-36.4490164857369,1.6301272336601094e-05,0.164884005173308,-1.62597188270311,0.252605544871423,9.620000000000001e-09,123.04997409999999,6.230000000000001e-08
NeuNGc,,C03410Ê,19.95500613,20.250623899999997,20.31047658,20.2941127,19.40833421,19.41844693,19.54684384,19.03002371,18.69267765,19.16902467,19.065221899999997,18.95834981,19.00295684,18.59606283,18.89262943,0.0008852864931949189,7.05328816156541,0.007059592291887691,0.00349191728656582,-5.1914149744143705,0.008044342786088659,0.0144173370431241,-3.67172928796916,0.0443939784199169,1.08e-06,49.84973389,3.33e-06
thiamine,HMDB00235,C00378,24.55535906,24.23129902,24.23733688,24.50589146,24.09589023,24.58787064,23.5994211,24.02533084,22.91650784,22.58226514,23.28977436,20.64216037,21.62733866,22.55996623,21.03862714,0.317594431675202,1.10978231214419,0.506522401287118,0.00490200334821816,-4.795746316570638,0.0107360777556046,0.0972404791440516,-2.03699413481352,0.165255677671038,0.00011076200000000001,19.22292456,0.00023118799999999998
S-(2-Methylpropanoyl)-dihydrolipoamide,HMDB06868,C04424,25.51014103,25.37052488,25.2628598,25.08527609,24.93975661,25.10480423,24.34521584,23.77027873,22.28514792,22.0328664,22.81026241,18.64277733,18.07459109,18.28954882,17.85291911,0.0681594855972445,2.31875216092978,0.184326956702113,2.46795673775427e-06,-23.743764254583397,4.16169815611491e-05,0.00853592541505943,-4.19434813025188,0.0312314447539233,1.45e-09,175.19088080000003,1.4099999999999999e-08
CDP-ethanolamine,HMDB01564,C00570,16.95418652,15.60354356,17.133062399999996,16.52010821,18.8448776,18.73160854,18.30454131,19.62969409,20.03646417,20.30340132,19.98545248,22.1070334,22.02531613,22.18052864,22.04933291,0.004639167009149289,-4.858514730183232,0.025526592225433,2.28186208953639e-06,24.121822049981603,4.16169815611491e-05,0.0014174668013020699,6.36272037992651,0.00888210357201113,6.9e-09,130.9681785,4.77e-08
beta-1-4-mannose-N-acetylglucosamine,HMDB06535,,15.40911358,17.33900409,16.85981344,16.78481732,17.44545313,15.847541,17.64632057,17.54443387,17.82529437,17.85273324,17.14986134,19.34604556,19.54971359,18.77701227,19.53270993,0.600936945135624,-0.5579496931870279,0.7659483194146679,0.0067158105354997,4.447835321175631,0.0139241138436027,0.28619152937621994,1.19354887777403,0.3933072628048839,0.000622651,12.96335074,0.001139085
CMP-N-trimethyl-2-aminoethylphosphonate,HMDB60072,C05674,17.01233015,16.50694807,16.66592048,15.76600525,9.965784285,15.93755884,16.24048283,17.71450881,18.45517164,18.06805253,17.49215623,18.16881872,19.15340773,18.08376684,18.40817329,0.219167423628126,1.40440440169284,0.4130973863536189,0.0517844733143609,2.54173212804736,0.07742774615753,0.0743851801114964,2.2488386896192,0.136210313447499,0.016927288999999998,5.274134332,0.02448552
CDPcholine,HMDB01413,C00307,23.09138315,22.91318443,23.46228712,22.76677088,22.81691505,22.93622164,23.28651165,22.98988837,23.00178404,23.15081697,22.7838123,23.16696654,23.62217097,23.19346746,23.27073549,0.8404846731685609,0.21199110587535694,0.920389906181065,0.140550082530111,1.7498469121469,0.17914375273305105,0.8390026153103609,-0.213996822213018,0.8997579771086981,0.23247305699999998,1.66048312,0.26386540399999997
GSSG,HMDB03337,C00127,26.72031892,27.56709467,27.42630493,27.62005287,26.32048798,26.24209741,27.32581736,26.82683601,26.157151199999998,26.85707416,26.80806798,27.15169705,27.21105943,27.17578314,27.21220908,0.124797176895262,1.8421804498796897,0.275261858258343,0.114552262267286,1.90886952518561,0.154106021699275,0.929669518306427,0.0927954709712032,0.954215248162702,0.060640634000000006,3.318522049,0.080595031
CMP-N-acetyl-beta-neuraminate,,C00128,23.40335514,24.18328489,24.08597078,24.27880435,23.00187545,22.87479163,23.96829499,23.53565245,22.83227045,23.45195695,23.3855965,23.863460699999997,23.85700936,23.81282417,23.87787745,0.116491028818749,1.8957898851603503,0.26252688378718103,0.105404508688716,1.97384410723922,0.144472674210823,0.95663847418804,0.0571510581013384,0.97545759171305,0.046470560999999994,3.6917795210000004,0.06283628
NAD+,HMDB00902,C00003,26.6267205,26.6430777,26.62721298,26.53778919,25.5835046,26.25953704,26.10874096,25.44874753,25.56510691,25.54212801,25.54513479,24.85848302,25.10087191,25.15553397,24.98066537,0.0156110723695983,3.59587052694129,0.0638821514071721,0.003787001202089821,-5.09472165888222,0.008534473723550241,0.0463417912269665,-2.63342220210016,0.0967268259838026,3.48e-07,62.19602648,1.32e-06
NADP+,HMDB00217,C00006,22.67250732,22.18022993,21.02335961,22.49297062,22.34729035,22.49612266,20.56162177,20.54608384,19.57639967,20.878035999999998,21.13826613,22.46783849,21.8890065,23.37516514,22.42874958,0.6869786670971179,0.427239196611896,0.824376056722424,0.297329705100954,1.16295186396923,0.347753426082888,0.11240324460427,-1.92363752059696,0.186938016427422,0.019851838,5.005562565,0.028191422999999997
Flavin_adenine_dinucleotide_oxidized,HMDB01248,C00016,18.67040998,18.51637125,17.52373201,18.33639925,17.61628857,18.50097746,17.61379472,17.59885345,17.46370891,17.95869067,17.49962531,17.77903487,17.28789703,18.19176461,17.88425628,0.4091774263197321,0.9004005262025021,0.603100377182165,0.722927665616394,-0.375161986512734,0.757005063995618,0.364608371175165,-0.996839244909588,0.484586339467848,0.226545422,1.689332126,0.259028038
13-carboxy-gama-tocopherol,HMDB12517,,23.21456371,22.81509983,23.55153693,22.88184342,23.03232542,23.15618705,22.99439,22.72133527,23.7677771,23.53788169,22.78865144,22.7618074,22.73988511,22.92251378,22.70989901,0.7996217218479159,0.267700805437669,0.8952090195120269,0.0104223091337488,-3.990402294640621,0.0198855100650054,0.66874950893577,0.4541584645081121,0.761835521168588,0.35980613200000006,1.185751167,0.395405325
bilirubin,HMDB00054,C00486,14.6261449,15.49364389,15.22755612,15.18016018,15.58647801,14.86096823,14.463795300000001,13.77308304,9.965784285,13.49296737,12.99277781,9.965784285,9.965784285,9.965784285,11.14671631,0.663395952549456,0.46213578928429,0.80714493219387,0.000129601596071759,-10.5930007344613,0.000505515820436085,0.0746883366086923,-2.24559612193236,0.136210313447499,0.000103298,19.51934518,0.000218542
C4H9NO2(4),,,25.13284982,25.08731156,25.04644543,25.03142536,25.42313101,25.31722736,25.39732445,24.70173123,24.647834600000003,24.69619655,24.69014066,24.43450434,24.52273112,24.54492887,24.51516357,0.00048132519632171,-8.04065888568534,0.00482877858245328,3.29674800234341e-06,-22.397386757619,4.882326803470471e-05,2.9598037796878397e-06,-22.8897010806729,0.000163362214835302,1.13e-10,281.046342,1.95e-09
Ureidopropionic_acid/Glycyl-glycine,HMDB00026,C02642,27.65546646,27.65274485,27.54685274,27.451401699999998,27.48412393,27.66426074,27.36468455,27.58996077,27.51037957,27.5263466,27.53691506,28.10019508,28.13443776,28.08691289,28.09929575,0.47210761337002,0.7773558276578248,0.655470838205698,0.00045512479704332403,8.13708900821662,0.00134803630362356,0.649455197057571,0.483070489672343,0.7434852254579329,2.19e-06,43.37636017,6.37e-06
histamine,HMDB00870,C00388,24.35938793,24.81625401,25.07148307,24.83204498,23.79833284,24.28406091,24.68884481,25.10870922,24.40532395,23.77720615,24.42227828,25.14385384,25.23322042,24.63750783,25.36909891,0.124602936448708,1.8433917769594896,0.275261858258343,0.0327089968003817,2.9279883906861,0.0527072435488017,0.676674504876177,0.4424100999925271,0.7652573491508772,0.07790788,2.9820107910000004,0.102233547
acetamidopropanal,HMDB12880,C18170,31.45986597,31.53079091,31.45929108,31.43462888,31.36063545,31.18994445,31.26398842,29.87529764,29.98210645,29.99646947,29.92171834,30.55004628,30.57257586,30.55345073,30.518868400000002,0.00889147217379565,4.15215384635517,0.0406654095007419,1.4241808450851999e-05,-16.6580016217162,0.000108029327517438,1.89146646985186e-06,-25.0509252742807,0.000147061518030982,9.609999999999998e-13,673.9033029,4.2700000000000005e-11
Ornithine,HMDB00214,C00077,22.59362616,16.70401048,22.65161078,22.46393373,22.12977683,22.22296592,22.32365642,22.28248498,22.17451877,21.76218756,21.98782709,22.19078593,22.152939899999996,21.98878891,22.31944065,0.546586938389198,-0.646280154436245,0.7295645400817191,0.532464373538509,-0.6701484804778001,0.574987570036376,0.27840858284338,-1.2155647617527,0.384822530063516,0.721641119,0.451080951,0.7607809759999999
3-Ureidoisobutyrate/Glycylsarcosine,HMDB02031,C05100,30.14174465,30.05346443,30.00881499,29.95336172,29.51322836,29.91879032,29.41368475,30.32551113,30.12126469,30.15600423,30.228121999999995,29.07054856,29.18908192,29.18094114,29.08241948,0.0273696092295594,3.08321073223498,0.0923152336079962,0.0155076652451964,-3.60217551290034,0.0275863391469972,0.00819348321161065,4.236952569105069,0.0312235005119741,9.64e-07,50.99106781,3.06e-06
C6H11NO3(4),,,22.39970434,22.54733806,22.47929696,22.60127227,23.08761258,22.94066274,22.74822765,22.5436634,22.63075391,22.75872187,22.76701562,22.3016906,22.35956723,22.5761279,22.43844275,0.0076190275821954095,-4.31326499795996,0.0359017814857996,0.00542024592993038,-4.68274038777646,0.0116254929945403,0.0609051357158935,-2.40945390330568,0.11620550434136698,0.000948194,11.71265703,0.001666036
(R)-mevalonate,HMDB59629,C00408,22.53748953,22.40253471,22.49922617,22.40775988,21.84181115,22.38882232,21.83345678,22.82196704,22.59861172,22.64571892,22.67204219,21.40171508,21.65901619,21.53664396,21.50496517,0.039211032601496006,2.77331611832506,0.125717846794487,0.030582770646708,-2.9861435768027,0.0508762413094144,0.00988075684154666,4.04429746053215,0.0337683008540771,2.82e-06,41.242929700000005,7.97e-06
spermidine_dialdehyde-2,HMDB13076,,21.98573216,21.61714077,21.985776100000002,21.60885904,21.13906948,21.43734184,21.25202295,21.40643513,22.50212975,21.64357757,21.67033246,20.97350405,21.18554534,21.95481482,21.08512842,0.0160789297120408,3.56792765264597,0.0641095787236498,0.93451752072558,0.0863790989430427,0.94361996410927,0.13026155263535302,1.80887097714391,0.207750476254332,0.117867623,2.4552688209999998,0.147695893
acetylcholine/4-(trimethylammonio)butanoate,HMDB00895,C01996,27.07566778,27.11119543,26.92894808,26.84533206,26.86107944,27.01918202,26.82679121,27.02684363,27.04815941,27.07031502,27.04330593,26.77158099,26.783046000000002,26.82161902,26.76577059,0.3680239831968,0.989119442268958,0.5583193110936819,0.0735482375682384,-2.2578645712970697,0.105955165896784,0.035551941804495,2.8564988892191603,0.0801206804434633,0.004053437,8.054325322,0.006334768
isoputreanine/putreanine,HMDB06009,,23.63462386,22.88426254,23.55523042,23.38150781,22.94084355,23.03699906,22.87890796,23.89484278,23.85980101,23.38891608,23.75147161,23.81087722,23.84602163,23.62865493,23.85468438,0.0982826321380974,2.02863041226929,0.236944950348436,9.402388618935029e-05,11.3210234493558,0.000415880064550756,0.0028835297793018398,5.42496436698426,0.0152783832052648,0.001761543,10.03530628,0.002929625
Glycylproline/L-Prolinylglycine,HMDB00721,,19.25060075,19.96815194,19.83707213,19.29687829,19.2944581,19.00533828,18.94890028,18.03657671,18.18107598,16.82799289,18.39138975,17.75017244,17.2007581,18.36225148,18.44095534,0.0843571160818894,2.14894838830959,0.213293195946891,0.0233832600913229,-3.22315729843517,0.0401778667867482,0.0347048599750872,-2.87711430245437,0.0795639317859217,0.0014391929999999999,10.56217383,0.002432549
Pyridoxine/Norepinephrine-1,HMDB00239,C00314,27.67847118,27.67306215,27.61763274,27.6228151,27.354447999999998,27.64026714,26.97495549,27.33882579,26.83632232,26.74717207,27.02707843,26.97659389,26.92776081,26.980256199999996,27.169721999999997,0.10186680185787,2.00055848585324,0.24183645326563,0.133777252573371,-1.78818530000495,0.171231698042073,0.193309207998134,-1.5023906507521498,0.287651500896745,0.0026475179999999997,9.029737941,0.004200909
C9H8O3(3),,,23.88932423,23.86658653,23.71918284,23.62820899,23.51504631,23.67875545,23.3894548,23.36844139,23.14219638,22.9247826,23.00656138,23.14669488,23.0690572,23.06392812,23.15359391,0.0582640997960172,2.4454149924967403,0.15894855295229302,0.00262915031712483,-5.5404154281683,0.00614786277162272,0.0267422793784885,-3.10365288916991,0.0681708925140158,5.36e-05,22.49787141,0.000119925
