GeneSymbol,mArray_stat,mArray_padj,mArray_log2FC_TCvsB6,RNAseq_log2FoldChange,RNAseq_stat,RNAseq_pvalue,RNAseq_padj,stat_annot
Fkbp11,-0.218549,0.840165,-0.0270856,-0.531274733,-0.487588615,0.625841262,0.755779457,
Smarcb1,0.217844,0.840169,0.0139596,0.198615641,3.351823714,0.000802811,0.003543596,
Zfp119b,0.211006,0.840176,0.0272836,-0.437987953,-2.486433602,0.012903065,0.037703531,
Ctse,0.211251,0.840207,0.0216568,-0.411383727,-2.680424746,0.00735288,0.023554089,
Gpr75,-0.217501,0.840282,-0.0338813,-0.701527276,-0.376170245,0.706790335,,
Surf2,-0.210834,0.840289,-0.0115,0.3101298,3.625162103,0.00028878,0.001447815,
Taz,0.210979,0.840359,0.0164966,0.08125102,1.201311576,0.229630362,0.376749154,
Slc25a3,0.214911,0.840401,0.0146615,0.206996531,3.264903251,0.001095015,0.004625463,
Smek1,-0.212874,0.840439,-0.0175097,0.214424109,3.593665845,0.000326058,0.001607852,
Parp1,0.214214,0.84048,0.00948633,0.07941153,1.253607254,0.209984793,0.352813487,
Orc5,-0.213968,0.840733,-0.0154577,-0.230833308,-2.389203375,0.016884953,0.047148644,
Dhx40,-0.210957,0.841029,-0.0138463,-0.193276401,-2.261688423,0.023716661,0.062765702,
Zswim3,0.22017,0.841067,0.0364813,-0.582854197,-4.146079191,3.38E-05,0.000222605,
Gm7331,0.209501,0.8412,0.00460002,0.409852079,0.510892946,0.609426021,0.74353896,
Ppil3,0.212357,0.841303,0.00934375,-0.081993548,-0.726646468,0.467442554,0.625300719,
Mon2,-0.211624,0.841332,-0.0115686,0.330989656,5.401010901,6.63E-08,9.00E-07,
Trmt2a,0.209698,0.84136,0.00802657,0.196821834,2.561730913,0.010415198,0.031517019,
C1qtnf6,0.220962,0.841376,0.0336395,-0.430691098,-3.149780175,0.001633934,0.006507916,
Lhfpl2,0.211624,0.841456,0.0159702,-2.847814834,-1.260344038,0.20754528,,
Tbc1d13,0.210385,0.841638,0.0102998,-0.009434185,-0.164507199,0.86933188,0.922324366,
Gm15764,0.212187,0.841946,0.0173881,-0.873020022,-1.946830937,0.051555007,0.11719592,
Herc2,-0.208101,0.842075,-0.0173694,0.413193573,4.79563892,1.62E-06,1.52E-05,
Serinc4,-0.210257,0.842161,-0.0129664,-0.214789185,-0.224082099,0.822693421,0.892668095,
Mynn,-0.208506,0.842264,-0.0109206,0.092287819,1.140447993,0.254099708,0.406416464,
Tapbp,0.210317,0.842315,0.019701,-0.274494159,-5.438434594,5.38E-08,7.44E-07,
Rnase6,-0.222328,0.842374,-0.0613032,0.380543463,0.348645871,0.727355186,0.829148427,
Chrna5,0.210533,0.842479,0.0208957,-1.032873619,-0.455871547,0.648482351,,
Gm16038,0.209789,0.842495,0.0192111,0.429297022,0.116390232,0.907343277,,
Gm18889,-0.207432,0.842558,-0.0169124,0.649063935,0.347802811,0.727988278,,
Gnai2,0.218195,0.842618,0.0261493,-0.272917073,-4.263484671,2.01E-05,0.000140057,
Gm22427,-0.222556,0.842708,-0.0159431,2.05971517,0.579454195,0.562282745,,
Tubb4b,-0.210699,0.842773,-0.0178809,-0.541576406,-6.801259446,1.04E-11,3.11E-10,
Lca5,0.207616,0.842864,0.0117174,0.286883488,1.491059042,0.135945994,0.253324221,
Slc5a3,-0.207314,0.842872,-0.0215445,0.543104899,4.32659896,1.51E-05,0.000109897,
Fam175a,-0.206944,0.842913,-0.0224033,0.491959606,4.484162601,7.32E-06,5.77E-05,
Zfp296,-0.218631,0.843033,-0.0519451,-3.056362961,-3.3701565,0.000751255,0.003341058,
Gm25640,0.208251,0.843281,0.0103572,1.974033362,0.79932941,0.42409943,,
Rtn4,-0.210512,0.843494,-0.0181374,-0.097882795,-1.448078052,0.147595223,0.269785684,
Gm15429,-0.209045,0.843602,-0.0115671,0.332138511,0.402630328,0.687220195,0.80008042,
Pabpc1,-0.20595,0.843643,-0.0132872,-0.136750316,-1.960348355,0.049955088,0.114244614,
Fcgrt,-0.211019,0.843728,-0.0115911,0.759459458,0.912621519,0.361441632,0.522615296,
Trim56,-0.20792,0.843823,-0.0128225,0.115136461,1.328552483,0.183995658,0.320521564,
Spg7,0.209474,0.84383,0.0109789,0.222279193,2.723270606,0.006463909,0.021071283,
Gm16142,-0.2058,0.843836,-0.0339663,-0.675231322,-0.325883551,0.744512461,,
Tm2d2,-0.206965,0.843906,-0.00687774,-0.704961347,-5.234850261,1.65E-07,2.01E-06,
1700016P03Rik,0.21081,0.844028,0.0178189,1.241118668,1.500657438,0.133444187,0.24974472,
Gatad1,-0.208383,0.844039,-0.0114471,-0.35136258,-4.441357106,8.94E-06,6.90E-05,
B020018G12Rik,0.208721,0.844252,0.0152125,0.012326639,0.01187378,0.990526317,0.995251308,
Fam45a,0.215904,0.84432,0.0251103,-0.008077497,-0.109279404,0.912980882,0.950840773,
Tcf20,-0.208874,0.844351,-0.0209985,0.057451777,0.773075007,0.439477991,0.598358087,
Hdac3,-0.208433,0.844392,-0.012444,0.034672551,0.605381148,0.544925774,0.692972758,
Gm25014,0.207929,0.844489,0.0216839,0.558844186,0.296709178,0.766688549,,
Tomm5,-0.205034,0.844516,-0.0143959,-0.653845601,-4.782358948,1.73E-06,1.62E-05,
Gm10451,0.205798,0.844528,0.0192357,0.2142656,0.643795811,0.51970785,0.671143443,
Degs2,0.214091,0.844615,0.0356945,-0.398030925,-0.168063572,0.866533267,,
Brox,-0.205654,0.844752,-0.0122993,-0.019850096,-0.216969074,0.828232447,0.896617557,
Gm22865,-0.204671,0.844754,-0.0300771,1.380681721,2.04115211,0.04123571,0.09802416,
Polr2k,-0.206679,0.844833,-0.0166229,-0.432237604,-2.131787735,0.0330243,0.082111687,
Gm568,-0.204361,0.844875,-0.0140839,-0.69358036,-0.729561803,0.465658077,0.623437863,
Lmf2,0.21263,0.84488,0.0336973,0.068423478,0.787435133,0.431027187,0.5898998,
Ralgps2,0.204912,0.844883,0.0163501,0.614651532,6.006634721,1.89E-09,3.73E-08,
Smo,0.213999,0.844963,0.014166,-0.852157003,-1.100249569,0.271223398,0.426472454,
Gm11743,0.208871,0.845012,0.0328528,2.347500822,2.870651752,0.004096265,0.014327922,
Vps33a,0.204252,0.845013,0.0111324,-0.161232283,-2.230187633,0.025734989,0.067003634,
Foxq1,-0.204096,0.845038,-0.018057,0.450352214,0.422301817,0.672804732,0.790120898,
Scap,-0.206719,0.845064,-0.0101836,-0.032484235,-0.507050103,0.612119664,0.745547784,
Elp3,-0.203952,0.845138,-0.0137192,-0.295075013,-4.339949441,1.43E-05,0.00010415,
Ascl3,-0.21085,0.845192,-0.0285199,-1.578012514,-0.99251284,0.320947419,0.480892111,
Txndc16,-0.205371,0.845212,-0.00993678,0.028626202,0.286550626,0.774456424,0.861542154,
Cnot10,-0.206781,0.845258,-0.0079092,0.208281064,2.867240625,0.004140681,0.01446102,
Prkrip1,0.204032,0.845272,0.0115239,-0.035702854,-0.322287479,0.747234918,0.842931008,
Fam188a,-0.204017,0.845317,-0.0164393,0.086365578,0.941132117,0.346637159,0.506749205,
Chrac1,0.203723,0.845424,0.0128974,-0.459911457,-4.79405121,1.63E-06,1.53E-05,
A330035P11Rik,-0.205306,0.84595,-0.0142681,-0.153503215,-0.436165023,0.662717003,0.784383117,
Ssr4,0.207371,0.846033,0.0111761,-0.238352692,-2.827566499,0.004690327,0.016059778,
Gm5350,-0.205333,0.846314,-0.017562,0.429296796,0.115596192,0.907972581,,
Serpina3n,0.202457,0.846321,0.0224903,-1.251698034,-0.331334749,0.740391646,,
Pkmyt1,-0.20389,0.846514,-0.0199217,0.195440364,1.694844722,0.090104881,0.18412183,
Fcho1,0.207267,0.84655,0.0194751,0.131937984,2.310230637,0.020875389,0.056190471,
Gm23294,0.207697,0.846687,0.0163923,0.429296836,0.115735649,0.907862052,,
C1ra,-0.202902,0.846701,-0.0141327,-0.504697583,-0.869378375,0.384640207,0.546180168,
Gm16268,-0.20401,0.846933,-0.0113869,-0.427789751,-0.236365592,0.813148993,,
Gm15735,-0.212606,0.84696,-0.0454593,0.218382206,0.131069551,0.895720288,,
Hus1b,0.214627,0.846964,0.0471531,1.097076888,1.387734524,0.165217899,0.294948529,
0610043K17Rik,-0.213159,0.846988,-0.0161678,0.11853019,0.173595831,0.862183108,0.917923229,
Zfp300,-0.201826,0.846991,-0.0181363,-0.200973677,-0.973734413,0.330188426,0.490030551,
Asna1,-0.20119,0.847352,-0.0136672,-0.32971512,-4.16551527,3.11E-05,0.000205738,
Smoc1,0.201359,0.847368,0.0117629,-0.102066052,-0.191634323,0.848028655,0.910101858,
Pigt,0.202042,0.847414,0.0289568,-0.198952324,-2.625353716,0.008655899,0.027015509,
Otx1,-0.204095,0.847531,-0.0212276,-2.283274038,-3.59484639,0.000324583,0.001602069,
Gm22422,0.206198,0.84758,0.0366374,2.913447297,1.348936482,0.177357369,,
Spryd4,-0.206819,0.847671,-0.014181,-0.667269531,-4.903478222,9.42E-07,9.36E-06,
Atp13a1,0.208347,0.847724,0.0150815,0.078277822,1.11301791,0.265700737,0.420086365,
Them4,0.200937,0.847755,0.0099947,0.395601465,1.853482442,0.06381324,0.139060415,
Gm11683,0.200511,0.847802,-0.0139906,-0.290216615,-0.101781996,0.918929716,,
Pecam1,0.200866,0.847863,0.0259986,-0.246602704,-4.717956594,2.38E-06,2.14E-05,
Gfap,0.20345,0.847971,0.0189372,-2.245593718,-0.740460002,0.459020922,,
Vac14,0.203583,0.847978,0.0250904,0.105957011,1.558879167,0.119024982,0.228705087,
Traj25,-0.201303,0.847999,-0.0228731,0.498992791,0.827382391,0.408020358,0.56832045,
Ddr1,0.201552,0.848076,0.00995277,-0.660618543,-4.370237035,1.24E-05,9.24E-05,
Zfp931,0.207379,0.848231,0.0145673,-0.084568197,-0.508029428,0.611432706,0.744882178,
Fam83g,0.20282,0.848305,0.0253686,-0.758370338,-2.970764417,0.002970596,0.010903607,
Smyd4,-0.199263,0.848723,-0.0120523,-0.009550352,-0.075909445,0.939491142,0.966278211,
Morf4l2,0.206257,0.848729,0.0241451,0.130937102,1.430299366,0.152631117,0.276890843,
Tsen54,0.206019,0.84875,0.0142373,0.015503629,0.129619434,0.896867527,0.93964712,
2310043L19Rik,0.198997,0.848838,0.0268331,3.59740002,3.482320366,0.000497089,0.002329638,
Nsun3,0.202374,0.849,0.0210198,-0.082362064,-0.686662469,0.492295453,0.647539219,
Gm6517,-0.210518,0.849068,-0.0121233,-0.831942281,-0.672100292,0.501519851,0.655668786,
Nrf1,0.200318,0.849212,0.0119676,0.008637752,0.123542121,0.901677822,0.943056594,
Nrn1l,-0.202813,0.849314,-0.00910934,1.575420051,0.760000393,0.44725435,,
Gm13522,-0.20152,0.849414,-0.0153979,0.760600375,0.653216293,0.513616848,0.665635174,
As3mt,0.199462,0.849416,0.0167144,-0.055207968,-0.306595568,0.759151227,0.85163407,
Gm16061,-0.201305,0.849492,-0.0150466,0.865421544,0.553845705,0.579684446,,
Gm14399,-0.208273,0.849578,-0.0135417,0.274947719,0.683249002,0.494449513,0.649306823,
Zfp451,-0.19861,0.849688,-0.00951281,0.408063662,4.462255635,8.11E-06,6.32E-05,
Zfp212,-0.198568,0.849688,-0.00829856,0.25622968,2.452085922,0.014203074,0.040880379,
Gphn,-0.202967,0.849721,-0.0171748,0.022908886,0.258436819,0.796069804,0.875751769,
Zfp953,0.20149,0.849934,0.0397021,-0.073713557,-0.63326669,0.526559502,0.676834886,
1110004F10Rik,0.200477,0.849945,0.0171727,-0.240228358,-3.466352357,0.000527571,0.002450396,
S100a13,-0.210276,0.84997,-0.0229904,-0.466859156,-4.010445999,6.06E-05,0.000369101,
Mknk1,0.203822,0.850046,0.0222596,0.374950398,5.121740189,3.03E-07,3.40E-06,
Rpp14,-0.197403,0.850208,-0.015151,-0.193860665,-1.549692152,0.121215423,0.231821946,
Slc22a2,-0.200483,0.850291,-0.00982043,-0.123637107,-0.286870163,0.774211737,0.861450676,
Ccl6,-0.199524,0.850393,-0.0132519,-2.447366758,-1.219485806,0.22265986,,
Lad1,0.207698,0.850436,0.0186929,-0.111398851,-0.289211111,0.77241983,0.860480017,
Gm11707,0.197596,0.850454,0.0303535,-0.123199698,-0.586537586,0.557514312,0.702156414,
Nosip,-0.198865,0.850789,-0.0149303,-0.116141498,-1.75621056,0.079052462,0.165862117,
Tbl2,0.199394,0.85079,0.0161709,0.109102059,1.334127704,0.182162008,0.318427965,
Map3k2,0.196108,0.851075,0.0163984,0.286239667,2.955553307,0.003121088,0.011377237,
Large,-0.195939,0.851149,-0.0177924,-0.359069722,-0.874402564,0.381899062,0.543447983,
Maea,-0.199748,0.851178,-0.0172888,-0.136112066,-1.760598125,0.078306446,0.164535589,
3222401L13Rik,0.197793,0.851195,0.0179997,-0.308285174,-0.627078856,0.530607546,0.680169609,
Rab18,-0.204266,0.851299,-0.0206878,-0.080818472,-1.141312513,0.253739897,0.406085943,
Btf3,0.206488,0.851459,0.0210636,-0.395509753,-4.558242762,5.16E-06,4.23E-05,
Gm10804,0.197165,0.851532,0.0146865,0.557585265,1.054815539,0.291509696,0.449241491,
Gm10224,-0.195801,0.851612,-0.023248,-0.150659477,-0.079389291,0.936722986,,
Mir7237,0.195738,0.851626,0.0331094,0.940264151,0.941904785,0.34624139,0.506439105,
Gm26692,-0.195191,0.851722,-0.015973,-1.211313162,-1.019634248,0.307901956,0.466486125,
Pcbp2,0.197947,0.851889,0.00993207,-0.143559823,-2.310122974,0.020881347,0.056197,
Mpzl3,-0.196225,0.851891,-0.0168508,-0.230556612,-2.466191947,0.013655813,0.039547912,
Gm22771,0.196842,0.852163,0.0205806,0.992858009,1.218978452,0.222852371,0.368977469,
Wsb2,-0.196259,0.852331,-0.0114302,-0.532534561,-6.035380138,1.59E-09,3.17E-08,
Gm6451,0.194388,0.852345,0.0169806,-1.222815115,-2.749911104,0.005961143,0.019719249,
Sspo,-0.198225,0.852394,-0.0240527,0.10935422,0.256626702,0.79746696,0.876558236,
Stam2,0.197183,0.852517,0.00909449,0.033193322,0.410160425,0.68168827,0.796964577,
Lmo7,0.194087,0.852531,0.0114359,0.661165154,0.528950277,0.596839943,0.733822714,
Adpgk,-0.194015,0.852641,-0.0229525,0.16633607,1.615291986,0.106247478,0.209518394,
Gm13477,0.200631,0.852655,0.0247395,0.062084606,0.028302974,0.977420508,,
Atp1a1,-0.195394,0.852672,-0.0103499,-0.4443,-8.341525344,7.33E-17,4.88E-15,
Rpl18-ps1,0.194943,0.852899,0.00655632,-0.319317896,-1.306718901,0.191308197,0.329651436,
Gprc5a,0.195222,0.853032,0.0246053,-0.134879861,-0.221732092,0.824522446,0.894042878,
Ctnna1,-0.193871,0.853074,-0.0165263,0.22884301,2.102801745,0.035483103,0.086947814,
1700086P04Rik,-0.203072,0.853242,-0.0254771,-1.609365214,-0.760821264,0.446763832,,
Gm5602,-0.197259,0.853362,-0.01585,0.001895859,0.00128652,0.998973506,,
Mtch1,-0.201926,0.85363,-0.0221491,-0.343597038,-4.708596666,2.49E-06,2.23E-05,
Cr2,-0.197652,0.853656,-0.0144199,-0.071967035,-0.079579612,0.936571611,0.964460201,
Cr2,0.140621,0.892825,0.0124944,-0.071967035,-0.079579612,0.936571611,0.964460201,
Dnah8,-0.198537,0.85372,-0.0260932,0.435806226,3.708180511,0.000208754,0.001092028,
Gm12906,0.192728,0.853782,0.0103865,1.320105476,0.790707494,0.429114702,,
Tmem208,-0.192383,0.853799,-0.0180443,-0.276466136,-2.46897984,0.013549885,0.03931961,
Gm16202,0.193528,0.85384,0.0219885,2.026866682,0.537149833,0.591164121,,
Rbl2,0.204671,0.853916,0.0161226,-0.199196821,-3.606685513,0.000310133,0.001539344,
A930016O22Rik,-0.19231,0.853943,-0.0180353,1.224562417,3.651177677,0.000261041,0.00132545,
Sdr39u1,-0.192728,0.854033,-0.022278,-0.423348123,-3.853533322,0.000116425,0.000653527,
Got2-ps1,-0.195091,0.854126,-0.0219646,-0.396750405,-0.377474847,0.705820753,0.813441285,
Nop10,0.192528,0.854222,0.0187524,-0.53682826,-5.239211782,1.61E-07,1.96E-06,
Wsb1,-0.192694,0.854235,-0.0131968,0.228016917,3.909528776,9.25E-05,0.000534173,
Pin4,-0.195876,0.854243,-0.0077404,-0.519207406,-2.605502824,0.009173952,0.028332212,
Slc6a20a,0.193438,0.854274,0.0106357,0.429296836,0.115735649,0.907862052,,
1700030K09Rik,0.191817,0.854292,0.0103961,0.940750638,5.677459635,1.37E-08,2.22E-07,
Gfpt1,-0.192094,0.854317,-0.0142303,0.127824719,1.760365815,0.078345802,0.164596541,
Yy1,-0.191741,0.854464,-0.0118492,-0.079827652,-1.213495452,0.224940452,0.371159912,
Ints9,0.197586,0.854477,0.0252685,-0.142388052,-1.868689642,0.061666006,0.13538267,
D6Wsu163e,-0.191734,0.854559,-0.0150318,0.172650702,1.306589674,0.191352105,0.329654461,
1700010I14Rik,-0.19147,0.854566,-0.0115833,-0.170971496,-0.806610278,0.41989105,0.579468719,
Mob2,-0.191312,0.854599,-0.0096041,-0.221231648,-2.710062968,0.006727044,0.021808398,
Gm15629,0.195573,0.854698,0.0228248,-1.301116116,-0.589653263,0.555423135,,
Nutf2,0.202496,0.854706,0.0183779,-0.343129238,-2.606314261,0.009152245,0.028270662,
Pdf,0.191564,0.854785,0.0152011,0.347136004,0.781858794,0.434297564,0.592979628,
Tubd1,-0.194276,0.854822,-0.0140949,0.22643616,1.197507085,0.231108968,0.378862475,
Pcgf6,-0.191284,0.854886,-0.0155597,0.487365335,4.490575067,7.10E-06,5.64E-05,
Efcab9,-0.193334,0.85492,-0.02731,0.456007055,0.722918408,0.469730013,0.627411004,
Fam129a,-0.191243,0.854947,-0.0108458,-0.102927487,-1.465638382,0.142746829,0.262704368,
Igsf8,-0.191913,0.855022,-0.0130643,-0.314045434,-3.201195711,0.001368585,0.005583857,
B130006D01Rik,-0.195087,0.855103,-0.0182568,-0.882926261,-0.338379385,0.735077307,,
Tapbpl,0.193401,0.855303,0.011938,-0.184175805,-2.720328104,0.006521717,0.021224933,
Cd47,-0.194768,0.855586,-0.0153234,-0.27904339,-4.237911043,2.26E-05,0.000154831,
Nmral1,-0.191585,0.855955,-0.0110332,0.187710476,0.963015945,0.335539522,0.495525228,
Gm6728,-0.20263,0.855981,-0.0352458,0.523354097,0.172123952,0.863340083,,
Bmp2,0.19196,0.856007,0.0177737,-1.273722343,-0.333896224,0.738457869,,
Gm17203,0.203888,0.856141,0.0304932,1.240221861,1.482302987,0.138259694,0.256948659,
Iltifb,-0.189898,0.856165,-0.0124899,-1.256120514,-0.332832181,0.739260965,,
Fyttd1,0.19068,0.856263,0.015222,0.122428513,1.701266599,0.088892937,0.182160098,
Tmem256,0.1892,0.856266,-0.0153955,-0.461340993,-3.144829724,0.001661835,0.006602516,
Bbs12,0.193792,0.856436,0.018765,-0.283534015,-1.97595127,0.048160297,0.110968078,
1600012H06Rik,-0.190514,0.856471,-0.0136833,-0.550052466,-6.078782738,1.21E-09,2.47E-08,
2410017I17Rik,0.196318,0.856594,0.0166674,2.094134794,0.594358013,0.552272685,,
Trim45,0.190536,0.85669,0.0108992,-0.126751031,-0.557288235,0.577330513,0.718877298,
Nacad,0.188392,0.856785,0.0102773,-1.256120407,-0.332869437,0.73923284,,
Setdb1,0.188211,0.856984,0.014014,0.250309008,3.284927301,0.001020087,0.00436929,
Prps1l3,0.19296,0.857142,0.00859162,-0.030486785,-0.421746985,0.673209705,0.790304774,
Rpe,0.188585,0.857196,0.01593,-0.311496212,-3.379148564,0.000727107,0.003247492,
Gm3307,-0.190389,0.857291,-0.017728,0.429297022,0.116390232,0.907343277,,
Tcea3,-0.187983,0.857314,-0.00747147,-0.318325522,-0.508307247,0.611237888,0.744758655,
Stx12,0.188771,0.857407,0.00930386,-0.025591815,-0.324361222,0.745664574,0.841875944,
Vamp5,0.189932,0.857509,0.0146121,-0.321549147,-2.950361811,0.00317402,0.011530557,
Gm15433,-0.200512,0.857585,-0.0194029,-0.702652601,-1.445462492,0.148328021,0.270813975,
Akap6,0.187762,0.857617,0.00974897,-0.470259902,-1.137672359,0.25525732,0.407898889,
Fabp12,0.187431,0.857618,0.0145813,1.336202021,0.484592903,0.627965149,,
Snord14a,0.193069,0.85768,0.0352085,1.180745679,3.308105307,0.000939295,0.004067039,
Ccdc94,-0.188788,0.857741,-0.0106406,-0.066386791,-0.57473273,0.565472068,0.708398813,
Fam111a,0.196545,0.857826,0.0141204,-0.093139057,-1.136227854,0.255861216,0.408656793,
Eefsec,-0.189417,0.857981,-0.00981127,-0.285440596,-3.117055784,0.00182667,0.007161766,
4933407K13Rik,0.18841,0.858178,0.0104272,0.521730581,3.735226172,0.000187547,0.000993503,
Nup153,-0.18828,0.858358,-0.015312,0.091567941,1.21587581,0.224032234,0.370198897,
Sh3gl1,0.190848,0.858364,0.0110669,0.149037358,1.845221232,0.065005363,0.141213344,
Usp22,0.188795,0.858393,0.00930891,-0.005438952,-0.073962902,0.941039905,0.96736085,
Zfyve28,0.192514,0.858715,0.0151219,-0.303111982,-1.531276791,0.125700999,0.238223909,
Acvr1b,-0.186695,0.858783,-0.0134033,0.330283089,3.137595254,0.001703399,0.006749109,
Mars2,-0.186017,0.858795,-0.0226908,0.162041285,1.469752703,0.141628743,0.261146486,
Tmem242,-0.189097,0.858838,-0.018613,-0.432678146,-3.694627802,0.000220209,0.001146298,
Ccbl1,-0.19239,0.858858,-0.0115149,0.148827311,0.959952288,0.337079228,0.497149672,
Pqlc1,0.18551,0.858955,0.0117479,-0.50883546,-1.659336794,0.097047945,0.195150892,
Gm8482,0.185302,0.859105,0.0190704,0.125700691,0.149363719,0.881266638,0.929524655,
Ly6g5b,-0.188599,0.859107,-0.0244525,0.51939046,1.415521467,0.156915659,0.282857145,
Rdh16,0.186633,0.859177,0.0240834,-0.857494806,-0.323518432,0.746302651,,
Fnip1,-0.185656,0.859228,-0.010843,0.190310046,1.826091628,0.067836461,0.146324396,
Lrrc49,0.185041,0.859296,0.0140408,-0.451266947,-1.819123525,0.068892587,0.148160507,
Fmr1,-0.187085,0.859491,-0.0125064,0.427021355,6.348607447,2.17E-10,5.19E-09,
Mpnd,0.184651,0.859669,0.00940561,-0.15488533,-1.492396608,0.135595204,0.252877901,
D130007C19Rik,-0.184497,0.859711,-0.026942,-1.20626699,-1.266821935,0.205218967,0.347078814,
C030034I22Rik,-0.185612,0.859734,-0.023004,-0.600243471,-2.731045712,0.006313371,0.020639768,
Pmm1,0.185037,0.859948,0.0127425,-0.254085381,-1.045622018,0.295735579,0.453719245,
Slc31a2,0.185621,0.860025,0.0282785,-0.469728387,-2.789578568,0.005277669,0.017757436,
Tlr2,0.183942,0.860122,0.0167941,-0.000461495,-0.002207958,0.998238306,0.998991883,
Snx22,0.192973,0.860152,0.0332375,-0.722025318,-0.636756095,0.524283728,0.674964798,
Nop14,-0.188645,0.860231,-0.0148774,-0.027796405,-0.418950754,0.675252123,0.792001089,
Prss39,0.189346,0.860335,0.0297545,0.252013112,0.164009991,0.869723278,,
Lysmd1,0.184149,0.860386,0.0189054,-0.16591935,-0.602948348,0.546543051,0.694396918,
Lysmd1,-0.180334,0.863148,-0.0153235,-0.16591935,-0.602948348,0.546543051,0.694396918,
Gnrh1,-0.184886,0.860474,-0.0309984,0.753037443,2.042858897,0.041066408,0.097723922,
Syt11,0.18371,0.860496,0.0130956,-0.155953165,-2.049137465,0.040448675,0.096499328,
Txlnb,0.187329,0.860511,0.0124046,0.202762775,1.333015688,0.182526655,0.318854463,
Nsun6,-0.190428,0.860589,-0.0210137,0.320409119,2.551985047,0.010711112,0.032216367,
Rfx5,-0.183409,0.860642,-0.0109883,0.343355012,3.316135514,0.000912716,0.003963822,
Gm12630,0.18379,0.86076,0.00674725,0.130336164,0.053501784,0.95733211,,
Serpini1,0.184234,0.861006,0.0146268,0.00964066,0.054181545,0.956790524,0.97605641,
Mccc2,0.184221,0.861029,0.00760743,-0.143374284,-0.786183142,0.431760201,0.590528869,
Mthfsd,-0.182776,0.861043,-0.00603549,-0.041657393,-0.408372591,0.683000153,0.797372672,
Gm13961,0.18474,0.861176,0.0103351,-0.221689631,-0.153787456,0.877777324,0.92757285,
Srp72,0.193152,0.861307,0.0125137,-0.063316751,-1.230663892,0.218448598,0.363616229,
Orc3,-0.182327,0.861337,-0.0113216,0.244850139,3.451449983,0.000557583,0.002570806,
Maz,0.185178,0.861386,0.014868,0.035959662,0.579381581,0.562331729,0.706266631,
Crabp2,0.193599,0.861391,0.0210918,1.211329905,0.560896397,0.574868166,,
Dctn2,0.184484,0.861448,0.00763086,-0.165691358,-2.792595115,0.005228709,0.017611329,
Fbln1,-0.185157,0.861605,-0.0151365,0.280315116,0.315632402,0.752281541,0.846565052,
AF357399,-0.184892,0.861671,-0.0310722,-0.255541041,-0.560342828,0.57524562,0.717235085,
Gm9791,-0.185807,0.861698,-0.0275668,-0.427789751,-0.236365592,0.813148993,,
6330403A02Rik,-0.189364,0.861844,-0.0182007,-2.254164961,-0.871887465,0.383269773,,
Gm16701,0.185298,0.861908,0.0167857,-0.154673295,-0.13159948,0.895301097,0.938581303,
Cmtr2,0.188881,0.862232,0.0209711,-0.236751748,-1.970581337,0.048771783,0.112070132,
Nsfl1c,-0.183005,0.862272,-0.00771573,-0.032182101,-0.463109416,0.643285941,0.769659503,
Gm14537,-0.181098,0.862315,-0.025448,1.626382272,0.869647829,0.384492891,,
Arf2,0.180858,0.862437,0.0138797,-0.189816954,-1.681742712,0.092618742,0.188219078,
1700096K18Rik,-0.181689,0.862462,-0.0207899,-0.199701877,-0.595240406,0.551682785,0.697647582,
Taf12,-0.183394,0.8625,-0.00633148,-0.267443535,-3.038069098,0.002380994,0.009024743,
Gm8097,0.18228,0.862538,0.00943941,-2.603591383,-1.471767168,0.141083762,,
Ap1g2,0.183912,0.862539,0.0234332,0.125789913,1.802422562,0.071478948,0.152649632,
Mir6911,-0.187939,0.862563,-0.0177852,0.429296836,0.115735649,0.907862052,,
Ppp2r1a,-0.186036,0.862613,-0.0177215,-0.227180766,-3.930169061,8.49E-05,0.000496094,
Gm14571,0.185881,0.8627,0.0103758,-0.290208484,-0.101188725,0.919400647,,
Ccar2,0.182322,0.862782,0.0142301,0.00191154,0.037292986,0.970251398,0.983544123,
Acad10,0.181184,0.862782,0.0128173,0.263631865,1.690872898,0.090861081,0.185428874,
Lfng,-0.184034,0.862795,-0.0383172,-0.604422269,-6.393797846,1.62E-10,3.95E-09,
Ttc7b,-0.182191,0.862818,-0.015369,0.003497831,0.027183744,0.978313181,0.988029681,
Gnl1,-0.180319,0.862853,-0.00536966,-0.371516606,-5.16942604,2.35E-07,2.72E-06,
Oxa1l,0.187515,0.862974,0.0202824,-0.117725287,-1.626528582,0.103837258,0.206007822,
Pip4k2c,-0.190414,0.863056,-0.0187537,-0.093845504,-1.419803668,0.155664847,0.281239793,
Gm9727,-0.189893,0.863191,-0.0274451,0.576408368,0.445213487,0.656165481,0.779092437,
Unc119b,-0.184654,0.863227,-0.0115534,-0.341254639,-4.478930632,7.50E-06,5.90E-05,
4930526A20Rik,0.179732,0.86328,0.0158005,1.343451152,0.708406044,0.47869314,,
Zfp871,-0.179576,0.863399,-0.015116,0.781932243,2.825157395,0.00472574,0.016156687,
Tmem69,0.179803,0.863499,0.00933205,-0.370246233,-3.034857273,0.002406495,0.009110549,
Gm14633,0.184847,0.863651,0.00553373,-0.349563713,-0.164895611,0.869026147,,
Cox8a,-0.179088,0.863777,-0.0144501,-0.414568434,-5.129251215,2.91E-07,3.28E-06,
Cetn3,-0.179335,0.863786,-0.013466,-0.314602541,-3.054949143,0.002250987,0.00860296,
