GeneSymbol,mArray_stat,mArray_padj,mArray_log2FC_TCvsB6,RNAseq_log2FoldChange,RNAseq_stat,RNAseq_pvalue,RNAseq_padj,stat_annot
Ibtk,-0.179306,0.86383,-0.0145684,0.007799267,0.110559407,0.911965739,0.950131048,
Gm25395,-0.186217,0.863837,-0.0433007,3.849547375,2.899408771,0.003738671,0.013260821,
Skap2,-0.178973,0.863861,-0.014236,-0.153746491,-1.278399034,0.201108765,0.342127925,
Pop7,0.179655,0.863879,0.011597,-0.221726235,-1.709969451,0.087271522,0.179531278,
Nhlrc1,0.18575,0.864174,0.0178662,-0.268745131,-0.813522495,0.415918554,0.575442021,
Lsm1,0.184133,0.864183,0.0268129,-0.646956113,-6.169255657,6.86E-10,1.47E-08,
Cyld,-0.179185,0.864556,-0.00985737,0.106011164,1.647399564,0.099475945,0.199001928,
Snord87,0.179076,0.86461,0.00927703,1.527338103,2.653822079,0.007958578,0.025144996,
Lancl3,0.178101,0.864648,0.0131866,0.031774641,0.218072232,0.827372833,0.895912261,
Osbpl1a,-0.178162,0.864654,-0.00801587,0.005117176,0.008233114,0.993431,0.997066268,
Gm26407,-0.177895,0.86466,-0.0323212,1.113298152,1.186242606,0.235526505,0.384479799,
Fxyd4,-0.180793,0.864706,-0.0120676,-1.813840326,-0.547287637,0.584181136,,
Tomm34,0.180712,0.864713,0.014953,0.258886653,3.835609263,0.000125253,0.000698399,
Dtwd2,-0.179712,0.86478,-0.0153989,-0.045549399,-0.220686549,0.825336506,0.894766499,
Ccnd1,-0.180494,0.864826,-0.0108126,-2.283231239,-1.156230149,0.247587031,,
1700057H21Rik,-0.181825,0.864859,-0.0175809,0.429297025,0.116402599,0.907333476,,
Adam4,-0.178989,0.864933,-0.027212,1.526362129,3.972749188,7.10E-05,0.000424579,
Suds3,0.178071,0.864936,0.00939811,0.09361017,1.664355885,0.09604133,0.193518111,
Rad9b,0.17878,0.864938,0.0219836,0.699602851,3.874098006,0.00010702,0.000606794,
Fbxl6,-0.180069,0.865071,-0.00657803,-0.059506871,-0.808348518,0.418889979,0.578496553,
Tcaim,-0.179955,0.865101,-0.0130647,0.122315779,1.021883188,0.30683619,0.465358958,
Akirin1,-0.177278,0.865146,0.0171217,-0.293380677,-3.374304218,0.000740025,0.00329757,
Ssna1,0.190791,0.865146,-0.00850023,-0.569146456,-4.802557323,1.57E-06,1.47E-05,
Glce,0.17724,0.86517,0.0112893,-0.133178097,-0.743806845,0.456993339,0.614786472,
Hscb,-0.177269,0.865527,-0.0139546,-0.457951501,-3.417849851,0.000631179,0.002868799,
Mir7679,-0.176614,0.865626,-0.0328353,1.570943764,0.974048424,0.330032496,,
Tefm,0.184417,0.865664,0.0271103,-0.172204834,-1.040213829,0.298240568,0.456368888,
Fzd5,0.176941,0.865744,0.0162224,0.251771157,1.711348664,0.087016768,0.17909985,
Hipk1,0.180343,0.865787,0.0153287,0.140958914,1.78335214,0.074528999,0.15799671,
B230307C23Rik,-0.181902,0.865823,-0.0103801,-0.003279476,-0.014548601,0.988392306,0.994001277,
Clpb,0.180949,0.865853,0.00880578,-0.112369434,-1.145301234,0.252084395,0.404331373,
Gm15459,0.178061,0.865891,0.0122525,0.141356808,0.63814391,0.523380005,0.674382725,
Bcl2l2,-0.176849,0.86592,-0.0129887,-0.046588215,-0.401364163,0.68815203,0.800696496,
Ano6,0.181399,0.865968,0.0131783,-0.057224159,-0.802899056,0.422033082,0.581000247,
4933424M12Rik,-0.177864,0.866082,-0.0193705,0.402327091,0.599505882,0.548835589,0.695798259,
Sdsl,-0.184386,0.866453,-0.0189902,-1.816864619,-0.548575544,0.583296773,,
Gm6743,0.175792,0.866506,0.01064,-1.831541169,-0.648183564,0.516866231,,
Wfdc21,0.175428,0.86652,0.0212607,-1.242568435,-0.32560611,0.744722389,,
Atpif1,-0.176054,0.866529,-0.00980094,-0.484191736,-5.5046847,3.70E-08,5.34E-07,
Gm6625,0.177856,0.866697,0.00857458,2.05971517,0.579454195,0.562282745,,
Reep3,-0.175348,0.866708,-0.0147973,-0.056904365,-0.522161479,0.601557904,0.737824452,
Stx8,-0.176954,0.866742,-0.0124805,-0.188323523,-1.771133368,0.076538526,0.161360114,
Rbm38,0.177211,0.866929,0.0291736,0.044025691,0.596140729,0.551081217,0.69749726,
Tstd3,0.180218,0.866992,0.0207654,-0.043931126,-0.328137833,0.742807449,0.839901976,
Dcaf6,-0.178719,0.867115,-0.0169296,0.308774173,3.519042806,0.000433107,0.002065926,
Klf9,-0.174828,0.867199,-0.0116482,-0.48619168,-3.502165561,0.000461493,0.002183649,
Zfp185,-0.177944,0.867264,-0.0152479,-0.290232261,-0.1029139,0.918031306,,
Rnmtl1,0.174046,0.867557,0.0180182,-0.150021742,-0.757442722,0.448784669,0.606667787,
Gm11224,0.182148,0.867589,0.0244472,-1.054230568,-0.630016582,0.528683735,0.678523667,
Wdr17,0.177557,0.867598,0.0127662,2.16125548,0.574663851,0.56551866,,
Cspg5,-0.177293,0.867843,-0.0096213,1.000507386,1.419966359,0.155617475,0.281186142,
Gm15929,0.174274,0.86786,0.0263606,1.952998048,0.78676862,0.431417326,,
Gm10689,-0.175073,0.867909,-0.00583242,0.213288607,0.175957544,0.860327297,0.917130201,
1700012C14Rik,0.173843,0.868043,0.0159159,0.429296796,0.115596192,0.907972581,,
Jsrp1,0.17552,0.868052,0.0197385,-1.27350447,-0.339190485,0.734466236,,
Hist1h1a,-0.178808,0.868166,-0.0511358,2.851472545,3.123144515,0.001789299,0.007040357,
Parvg,0.18015,0.868181,0.0160719,-0.127785059,-2.07312255,0.038160876,0.092118849,
Capn3,-0.175645,0.868271,-0.0188382,0.939833966,1.805258803,0.071034193,0.151924166,
Flot1,-0.177944,0.868447,-0.0113161,-0.435208962,-4.472186617,7.74E-06,6.07E-05,
Zfp81,-0.178966,0.868509,-0.0157819,0.033836314,0.352242426,0.724656462,0.827554559,
Gm9967,0.17912,0.86883,0.0254031,-1.52514206,-1.975393409,0.04822352,0.111050921,
Gm15340,0.185331,0.868833,0.0394832,3.497932994,2.02069269,0.043311587,0.101862911,
Gm6368,0.175617,0.868918,0.0156815,-0.240210279,-0.372973146,0.70916843,0.815932845,
Sertad1,0.1809,0.868959,0.0195659,-0.540477554,-4.939594791,7.83E-07,7.92E-06,
Actr8,0.174994,0.86897,0.0103571,0.108624878,1.509567226,0.13115389,0.246388627,
A530064D06Rik,0.172421,0.86901,0.015644,-1.83425632,-0.55601343,0.578201674,,
Lonrf1,-0.174545,0.869035,-0.0181651,-0.589230642,-2.341701586,0.019196056,0.052406189,
Gm15384,0.173374,0.869081,0.0227,1.12000682,0.506444799,0.612544432,,
Naa35,0.172081,0.869101,0.0125562,0.1313988,1.948516703,0.051353168,0.116787162,
Cryba4,0.181807,0.869137,0.0306414,-0.284598859,-0.215927462,0.829044291,0.897050509,
Hint2,0.179759,0.869272,0.0154697,-0.280847697,-1.874193535,0.060903755,0.13399808,
Gm17511,-0.174217,0.869509,-0.0140613,0.429297025,0.116402599,0.907333476,,
Tbrg4,-0.173252,0.869544,-0.00808379,0.149850393,1.726219975,0.084307846,0.174813505,
Mir1931,-0.17154,0.869683,-0.04303,4.432129822,2.154133959,0.031229668,0.078458869,
Def8,0.171383,0.86975,0.00936162,-0.319854003,-3.138246599,0.001699618,0.006735806,
Cfl2,0.173266,0.869835,0.0108515,0.023687712,0.243370397,0.807718474,0.882741515,
Cyp2d22,0.172747,0.86987,0.0130385,0.96090371,3.202180125,0.001363917,0.005569094,
Zfp747,0.172829,0.869914,0.0281891,-0.689310226,-4.166390022,3.09E-05,0.000205121,
Gm16575,0.171257,0.869947,0.0139652,0.385092509,0.635706158,0.524967962,0.675389433,
Alg2,0.171846,0.870054,0.0122339,-0.130063639,-1.331363655,0.183069382,0.319397646,
Dock11,0.171941,0.87008,0.0139153,0.07148251,1.181254968,0.237501451,0.386553415,
Hbb-bs,0.175531,0.870194,0.0320896,-2.430242061,-2.580028787,0.009879208,0.030147408,
Trav16n,-0.180764,0.870449,-0.0490884,0.167139185,0.541956565,0.587848428,0.726715455,
Gm4955,0.175617,0.87048,0.0402613,0.148519582,1.021404564,0.307062804,0.465569489,
Cacng8,-0.176195,0.87049,-0.012926,-1.077969824,-3.179466662,0.001475463,0.005954255,
Gm6548,-0.17054,0.870498,-0.00889886,-0.048992313,-0.448807907,0.653570235,0.777403566,
Gm24644,0.169996,0.870619,0.0143173,0.886957062,1.321937707,0.186188895,0.323348541,
Gm6987,0.171958,0.870773,0.00903492,-1.251697941,-0.331297455,0.740419813,,
Crb1,0.171646,0.870917,0.010223,1.366920017,0.49991145,0.61713743,,
Arl15,-0.17048,0.871068,-0.0121682,-0.227744749,-1.967958001,0.04907287,0.112583101,
Taf11,0.169636,0.871162,0.0111791,-0.393593933,-3.960373763,7.48E-05,0.000443531,
Oas1g,0.173187,0.871167,0.0218118,-1.273722343,-0.333896224,0.738457869,,
Usp38,-0.172875,0.871241,-0.0179885,-0.207974718,-3.128615554,0.001756319,0.006927728,
Map4k2,-0.169314,0.871271,-0.014057,0.408988252,5.267351631,1.38E-07,1.72E-06,
Ccnj,-0.169,0.871373,-0.0112173,0.209732962,1.622268649,0.104745838,0.207276154,
Lgr6,0.171194,0.871428,0.00801109,-0.470730859,-0.626390445,0.531058875,0.680419184,
Chsy3,0.169728,0.871461,0.00816716,-0.284901191,-0.100719721,0.919772956,,
Capn1,0.172633,0.871464,0.0259772,-0.120306303,-1.793561025,0.072883262,0.155086535,
Rgcc,0.169202,0.871582,0.0103397,-0.427263259,-2.388429087,0.016920573,0.047239818,
Gm22516,0.168727,0.871601,0.0135892,3.148896438,1.800071339,0.071849375,,
Fcf1,0.170166,0.871602,0.0130899,-0.138151628,-1.247256254,0.212303552,0.355882498,
Gm2245,0.173842,0.871713,0.0157908,-0.979481066,-0.50430456,0.614047374,,
Gm26577,-0.168412,0.871809,-0.0196789,0.201853364,0.16690258,0.867446703,0.921430432,
Slc22a7,-0.16838,0.872051,-0.00860984,0.234184258,0.193689964,0.846418651,0.908803179,
Hipk4,-0.168547,0.872081,-0.0122204,0.501554702,0.55603336,0.578188049,0.71959126,
Sdhaf1,0.176557,0.872098,0.0331256,-0.379875733,-3.046848451,0.002312543,0.00880094,
Lcorl,0.167827,0.87224,0.010543,0.32337448,2.801687383,0.005083611,0.017173515,
Purb,0.167819,0.872258,0.015277,-0.015579561,-0.268812369,0.788074075,0.870361176,
Vps37b,0.17168,0.872272,0.0218373,-0.065108059,-0.730044103,0.465363227,0.623147998,
Myc,0.170156,0.872417,0.0219219,0.138026609,1.145042145,0.2521917,0.404462704,
Dctn5,-0.167412,0.87255,-0.0103338,0.191100204,2.467567117,0.013603472,0.039446596,
Slc25a33,0.171239,0.872564,0.0205683,-0.245196127,-1.141086449,0.25383395,0.406150115,
Inpp4b,-0.169451,0.87267,-0.0133228,0.110185311,1.042266551,0.297288116,0.455217956,
A930005H10Rik,-0.176098,0.872677,-0.021957,-0.434703223,-3.154685086,0.001606714,0.006413955,
Tor4a,-0.167525,0.872689,-0.0137409,-0.472005323,-7.00447682,2.48E-12,8.29E-11,
Abhd1,-0.170275,0.872875,-0.0129394,0.255972441,1.696895639,0.089716393,0.183540172,
Ddx5,-0.172054,0.872936,-0.014232,0.394787847,5.965384808,2.44E-09,4.65E-08,
Anapc4,-0.170413,0.872937,-0.0123709,0.005087272,0.074028463,0.940987737,0.96736085,
n-R5s192,-0.178663,0.872961,-0.0339101,0.429296433,0.114354019,0.908957162,,
Pde6d,0.167801,0.872999,0.012606,-0.231276415,-2.37627193,0.017488569,0.048535966,
H2-Ab1,0.174279,0.873052,0.0324565,-0.75824257,-1.651619839,0.098612073,0.197547017,
Gm12275,-0.174742,0.873069,-0.0453602,0.429296676,0.115179878,0.908302548,,
Uvssa,-0.16799,0.873091,-0.00670684,0.352500565,2.810158567,0.00495171,0.016810029,
Dffb,-0.167009,0.87321,-0.00793009,0.141911464,1.328698406,0.183947491,0.320472751,
Otos,0.174333,0.873228,0.024175,0.057435651,0.065995145,0.94738169,0.971014974,
Wdr89,-0.168334,0.873273,-0.00856625,-0.319905622,-2.448291025,0.014353567,0.0412383,
Ethe1,-0.166186,0.873476,-0.0105035,-0.408437179,-2.582858826,0.009798541,0.02994145,
Ube2t,0.165943,0.873658,0.0183378,0.087917876,0.459533093,0.645851393,0.77185816,
5430403G16Rik,-0.173573,0.873661,-0.0148285,0.012851576,0.098032519,0.921906472,0.956252192,
Mfap5,0.167338,0.873714,0.0104953,1.067148361,0.557074101,0.577476801,,
Tpt1-ps3,0.16692,0.873834,0.00789191,-0.557521562,-4.649647277,3.33E-06,2.87E-05,
Gm11613,-0.169606,0.873956,-0.00791403,-0.663523268,-3.113800073,0.001846946,0.00722963,
Dao,0.170208,0.873989,0.0179313,-0.631405763,-0.420008625,0.674479153,,
Gm7008,0.168512,0.874012,0.0166092,0.628966623,0.516727806,0.605346182,0.740933526,
Sltm,-0.165726,0.874017,-0.0120723,0.441701675,6.394339611,1.61E-10,3.94E-09,
Tmem127,-0.167543,0.874117,-0.0258213,-0.317955193,-5.487622457,4.07E-08,5.83E-07,
Ndufv1,-0.165596,0.874119,-0.00834532,-0.121653845,-1.67840414,0.09326823,0.189200587,
Tmem71,0.172377,0.87416,0.0237968,-0.059708518,-0.794186121,0.427087087,0.586559165,
B4galnt1,-0.169347,0.874227,-0.0431062,-0.579708803,-7.084463758,1.40E-12,4.85E-11,
Gnb1l,0.165174,0.874252,0.00952724,0.122066438,0.741209548,0.458566395,0.616173174,
Csrp1,-0.16559,0.874302,-0.0103419,-0.569884222,-6.188961281,6.06E-10,1.31E-08,
Arhgef40,0.167608,0.874323,0.00725816,-0.009859377,-0.01750455,0.986034103,0.992648431,
Gm2663,0.168531,0.87433,0.0593496,-1.95171029,-5.453276541,4.95E-08,6.89E-07,
Tgm2,0.165324,0.874384,0.015593,-1.874095512,-6.354718432,2.09E-10,5.01E-09,
Denr,0.164889,0.874447,0.0113029,-0.220309989,-2.203399891,0.027566576,0.070988198,
Otud6b,0.165352,0.874563,0.0105403,-0.122176069,-1.145405552,0.2520412,0.404302854,
Ndufa2,0.165944,0.874622,0.0153624,-0.549133635,-5.514949084,3.49E-08,5.09E-07,
Gm11724,-0.164834,0.874657,-0.0159189,0.429296796,0.115596192,0.907972581,,
Pip5k1a,0.168166,0.874754,0.0131643,0.030097865,0.494129147,0.621214974,0.751653136,
Rras2,-0.164631,0.874813,-0.0164115,-0.36648217,-2.098077065,0.035898338,0.087708611,
Erg,0.172835,0.87491,0.017653,0.429297455,0.117960775,0.906098738,,
Tmem220,-0.171306,0.874978,-0.017809,-0.565308066,-2.024357056,0.042933427,0.101138006,
Zscan2,0.167471,0.875033,0.0109131,-0.035445903,-0.408568566,0.682856303,0.797372672,
Timm10b,-0.169336,0.875062,-0.0102078,-0.153516567,-0.995029666,0.319721836,0.479597828,
Gm11970,0.169677,0.875429,0.0109292,0.429297025,0.116402599,0.907333476,,
Aldh7a1,-0.163536,0.875496,-0.0102589,-0.067101979,-0.481334862,0.630278524,0.759523578,
Crkl,-0.16316,0.876037,-0.0113562,0.013603296,0.177146739,0.85939313,0.916547728,
Tmem53,0.165629,0.876042,0.0164632,0.446186821,0.464051007,0.642611202,0.769094349,
Prr5l,-0.168733,0.876048,-0.0140531,-0.144067766,-0.600579196,0.548120298,0.695464514,
Klf12,0.163823,0.876062,0.0229993,0.283455413,0.665772664,0.50555642,0.659232055,
Pacsin1,0.162723,0.876079,0.00669139,0.02672603,0.349046046,0.727054741,0.828950184,
Nipal3,-0.168144,0.876112,-0.012565,0.009441702,0.159713861,0.873106482,0.92447936,
Slc35f6,-0.163108,0.876372,-0.0134417,0.156644314,1.65866305,0.097183709,0.195325135,
Gm15696,-0.165553,0.87644,-0.00578651,0.405214574,0.738305522,0.460328811,0.617915006,
Fam195a,0.162345,0.876497,0.0152512,-0.24131763,-0.675679007,0.499244468,0.65371479,
Zfp831,0.165327,0.876535,0.0100845,0.36370222,4.186004096,2.84E-05,0.000190289,
Txlna,-0.162388,0.876555,-0.0086908,0.146457037,2.63626785,0.008382354,0.026275169,
Pcsk4,0.162502,0.876598,0.0104263,-0.426451357,-1.354714745,0.175508458,0.30912185,
Xlr4e-ps,0.165265,0.876678,0.019912,0.905746377,3.675794098,0.000237111,0.001219514,
Mlf1,0.161765,0.876818,0.0227753,-0.641017455,-0.84713809,0.396918156,0.557827423,
G730046D07Rik,0.161776,0.876886,0.00850391,-1.273722343,-0.333896224,0.738457869,,
Tiparp,-0.163436,0.876914,-0.0119255,0.202365402,1.794050673,0.072805081,0.154961631,
E430014B02Rik,-0.162022,0.876947,-0.0209072,1.640751318,2.233763028,0.025498669,0.066464498,
Snord93,-0.161942,0.876956,-0.0365559,0.512532395,0.194702977,0.845625481,,
Gm22581,0.162965,0.877009,0.0184143,0.453330107,0.63028533,0.52850792,0.678407487,
Syk,0.167104,0.877077,0.022788,-0.789856118,-1.527102125,0.126735619,0.239813277,
Gm23444,-0.173776,0.877107,-0.0607996,5.204223714,3.58871594,0.000332311,0.001632108,
Rbbp8,-0.164125,0.877124,-0.0167241,-0.004493878,-0.039882338,0.968186932,0.982515802,
Gbas,-0.164403,0.877202,-0.015336,-0.120821095,-1.153358214,0.248763385,0.400255682,
Rb1cc1,-0.161833,0.877255,-0.00989081,0.092575511,1.33302008,0.182525214,0.318854463,
Dlat,-0.167372,0.87744,-0.0117436,-0.034965881,-0.393918423,0.693641268,0.804548009,
Gm24303,0.163402,0.87746,0.00474377,2.16125548,0.574663851,0.56551866,,
Gm19325,-0.170436,0.877483,-0.0323379,0.172418472,0.096578406,0.923061206,,
Slc9a7,0.160858,0.877486,0.014177,-0.052828334,-0.388733241,0.69747349,0.807232323,
1200007C13Rik,0.160649,0.87765,0.0101812,-0.079567549,-0.063823172,0.949111027,0.971805344,
Gm6960,-0.163613,0.877677,-0.0210622,-1.251697941,-0.331297455,0.740419813,,
Cspp1,0.161822,0.877913,0.0112653,0.762049241,8.922140329,4.57E-19,3.89E-17,
Gm26799,-0.160383,0.877921,-0.0101733,-0.369502486,-1.515893979,0.129546163,0.243912932,
Map3k5,-0.168342,0.877928,-0.0112787,0.126848116,1.697162235,0.089665993,0.183460657,
Zfp623,0.168332,0.878039,0.0202553,-0.033519656,-0.328466507,0.742558964,0.839680694,
Rcn3,-0.160576,0.878103,-0.0125472,-0.511103207,-0.987031609,0.323627143,0.483177907,
Zmym5,-0.161281,0.878176,-0.0121022,0.499379459,8.682351971,3.88E-18,2.99E-16,
Nhp2l1,0.160502,0.878236,0.010207,-0.098500028,-0.774910312,0.438392658,0.597113976,
Fcamr,-0.160661,0.878348,-0.0122656,-1.847973612,-0.561858611,0.574212355,,
Gm7389,-0.161096,0.878415,-0.013801,1.323077826,1.474764507,0.140275867,0.259628678,
Gm8648,0.165177,0.878509,0.0179049,1.336202021,0.484592903,0.627965149,,
Sox8,0.161795,0.878512,0.0120565,-0.833845942,-1.363201367,0.172819057,0.305501228,
C78339,0.159316,0.878649,0.0109586,-0.213875759,-2.678713025,0.00739057,0.023665297,
5730422E09Rik,-0.162215,0.878742,-0.0135067,-1.636052928,-1.458293865,0.144759561,0.265425898,
Gm4784,0.165018,0.878796,0.0202679,0.386654167,0.289733837,0.772019868,0.860208921,
Eomes,0.162371,0.878928,0.0502854,-0.428050379,-0.985601929,0.324328491,0.483952503,
Slfn3,0.165675,0.878966,0.0175807,-0.04239886,-0.2034798,0.838760032,0.903874448,
Chic2,-0.167512,0.87902,-0.0141744,0.259769458,3.222188529,0.001272154,0.005249656,
Ikbkb,0.161923,0.879073,0.0183878,0.363037823,4.681381175,2.85E-06,2.50E-05,
Zxdb,0.158753,0.879105,0.0141976,-0.05414784,-0.489609741,0.624410082,0.754452042,
Ktn1,0.162062,0.879194,0.0193898,0.432384608,5.246646635,1.55E-07,1.90E-06,
Gm12444,-0.158364,0.879387,-0.00781803,0.429296796,0.115596192,0.907972581,,
Gm26109,-0.164191,0.879397,-0.026987,2.404012222,2.46009305,0.0138901,0.040174187,
Ppil4,0.159208,0.879427,0.00783596,0.114664158,1.942477662,0.052079302,0.118103295,
Syf2,0.158663,0.879429,0.00726306,-0.133779565,-1.907194159,0.05649545,0.126119788,
Por,0.158259,0.879481,0.00866238,-0.20222403,-2.23321373,0.025534853,0.06653701,
Trim30e-ps1,-0.159367,0.879518,-0.0271083,-0.281351222,-0.085797939,0.931627045,,
Zmynd11,0.15955,0.879628,0.0125261,0.393497029,5.578484146,2.43E-08,3.68E-07,
Rbm34,-0.159594,0.879928,-0.0130751,0.149587785,1.722006646,0.085068315,0.175863125,
Gpr63,-0.159383,0.880108,-0.0141679,0.912450967,1.651858319,0.098563437,0.197474452,
Neurog2,-0.158031,0.880272,-0.00969156,2.05971517,0.579454195,0.562282745,,
Cdk12,0.157956,0.880296,0.00780039,0.232443401,2.39509019,0.016616277,0.046553671,
Xkr8,-0.157426,0.880314,-0.00980543,-0.154472582,-0.977313929,0.328413759,0.488079791,
Gm16128,0.15704,0.880368,0.0221817,0.631432149,0.337911282,0.735430046,,
Clasp2,-0.157555,0.880444,-0.00703812,0.066055929,0.815279874,0.414912127,0.574549278,
Scin,0.156614,0.880689,0.0383097,-0.481044522,-1.210926841,0.225923445,0.372318467,
Gm11539,0.156477,0.880926,0.00777995,-0.601820544,-2.425197811,0.015300048,0.043499117,
2310015A10Rik,0.164435,0.881041,0.0140392,0.013410193,0.100204277,0.92018215,0.95506346,
Phkb,0.156301,0.881174,0.0107894,0.0686453,0.778768801,0.436115919,0.594747711,
Irf9,0.155982,0.881174,0.0137834,-0.245818473,-3.45800411,0.000544193,0.002518041,
Gm13834,-0.158319,0.881188,-0.0223364,0.309371397,0.287717134,0.773563273,0.861115191,
Gm9143,-0.159546,0.881323,-0.0124163,-1.27350447,-0.339190485,0.734466236,,
Palm3,-0.157722,0.881397,-0.00808128,0.5772641,0.427452821,0.669049541,0.787512468,
Hectd3,-0.160893,0.881406,-0.014058,0.019593355,0.306819197,0.758980996,0.85153182,
Morn1,0.155333,0.881678,0.00827777,-0.069966945,-0.332302468,0.739660876,0.837832898,
Gm22060,-0.155984,0.881762,-0.0250816,3.075625578,1.299284835,0.193846197,,
Gm15547,-0.162462,0.881804,-0.0096571,2.008397869,2.426134148,0.015260628,0.043405341,
Cotl1,-0.156536,0.881806,-0.015351,-0.367161361,-5.755788253,8.62E-09,1.45E-07,
Tmem202,-0.155352,0.881834,-0.02006,-1.649703065,-1.228217714,0.219365251,0.364819973,
Gm12709,0.155064,0.881866,0.0156249,2.633636808,1.001416152,0.316625658,,
Car1,0.161035,0.881878,0.0314586,-5.327179157,-4.035344985,5.45E-05,0.0003367,
Kcnab2,-0.162239,0.881934,-0.018506,-0.209792721,-2.768422358,0.005632841,0.018781645,
Fam71f2,-0.164184,0.882097,-0.0164829,0.301679777,0.428545451,0.66825405,0.786867907,
Ddx39b,-0.157677,0.882154,-0.00734011,0.348899701,5.720070791,1.06E-08,1.76E-07,
Ttll1,-0.160825,0.882166,-0.0219584,-0.040603963,-0.259861222,0.794970824,0.875001444,
C2cd5,-0.155486,0.882272,-0.00931231,0.163180681,2.198929297,0.02788295,0.071599995,
Zfp839,-0.15456,0.882288,-0.0156839,0.337716372,1.79992664,0.071872222,0.153290798,
E430025E21Rik,0.162427,0.882305,0.0177258,-0.258159861,-3.529469348,0.000416394,0.001994578,
Slc22a16,-0.157005,0.882454,-0.0126503,0.429297025,0.116402599,0.907333476,,
Chd3,0.155034,0.882508,0.00660248,0.376216819,5.344255896,9.08E-08,1.19E-06,
Gm14429,0.158207,0.882655,0.0214035,-0.008914629,-0.007774634,0.993796802,0.997241511,
Gm3244,0.156392,0.882759,0.0191165,-0.645954321,-0.43695502,0.662143969,,
Aim1l,-0.153775,0.882832,-0.0060365,0.124506457,1.017311561,0.309005239,0.467476272,
Atp11b,-0.154055,0.882861,-0.0116783,0.135706835,2.122148372,0.03382528,0.083749815,
Trim46,0.155367,0.882959,0.00893869,-0.223541469,-1.27065502,0.203851404,0.345390152,
9330198N18Rik,0.153698,0.883019,0.0161302,-0.46128283,-0.792600364,0.428010697,0.587319431,
